Código,Categoría / Pais,Descripción,En Inventario,Repetidas,Grupos
ALG-5,ALGERIA,RAYAN AIT NOURI,FALSE,0,Grupo J
ALG-6,ALGERIA,MOHAMED AMINE TOUGAI,FALSE,0,Grupo J
ALG-7,ALGERIA,AISSA MANDI,FALSE,0,Grupo J
ALG-8,ALGERIA,ISMAEL BENNACER,FALSE,0,Grupo J
ALG-9,ALGERIA,HOUSSEM AOUAR,FALSE,0,Grupo J
ALG-10,ALGERIA,HICHAM BOUDAOUI,FALSE,0,Grupo J
ALG-11,ALGERIA,RAMIZ ZERROUKI,FALSE,0,Grupo J
ALG-12,ALGERIA,NABIL BENTALEB,FALSE,0,Grupo J
ALG-13,ALGERIA,SELECCION DE FUTBOL DE ALGERIA,FALSE,0,Grupo J
ALG-14,ALGERIA,FARES CHAIBI,FALSE,0,Grupo J
ALG-15,ALGERIA,RIYAD MAHREZ,FALSE,0,Grupo J
ALG-16,ALGERIA,SAID BENRAHMA,FALSE,0,Grupo J
ALG-17,ALGERIA,ANIS HADJ MOUSSA,FALSE,0,Grupo J
ALG-18,ALGERIA,AMINE GOUIRI,FALSE,0,Grupo J
ALG-19,ALGERIA,BAGHDAD BOUNEDJAH,FALSE,0,Grupo J
ALG-20,ALGERIA,MOHAMMED AMOURA,FALSE,0,Grupo J
AUT-1,AUSTRIA,ESCUDO DE AUSTRIA,FALSE,0,Grupo J
AUT-2,AUSTRIA,ALEXANDER SCHLAGER,FALSE,0,Grupo J
AUT-3,AUSTRIA,PATRICK PENTZ,FALSE,0,Grupo J
AUT-4,AUSTRIA,DAVID ALABA,FALSE,0,Grupo J
AUT-5,AUSTRIA,KEVIN DANSO,FALSE,0,Grupo J
AUT-6,AUSTRIA,PHILLIP LIENHART,FALSE,0,Grupo J
AUT-7,AUSTRIA,STEFAN POSCH,FALSE,0,Grupo J
AUT-8,AUSTRIA,PHILLIP MWENE,FALSE,0,Grupo J
AUT-9,AUSTRIA,ALEXANDER PRASS,FALSE,0,Grupo J
AUT-10,AUSTRIA,XAVER SCHLAER,FALSE,0,Grupo J
AUT-11,AUSTRIA,MARCEL SABITZER,FALSE,0,Grupo J
AUT-12,AUSTRIA,KONRAD LAIMER,FALSE,0,Grupo J
AUT-13,AUSTRIA,SELECCION NACIONAL DE AUSTRIA,FALSE,0,Grupo J
AUT-14,AUSTRIA,FLORIAN GRILLITSCH,FALSE,0,Grupo J
AUT-15,AUSTRIA,NICOLAS SEIWALD,FALSE,0,Grupo J
AUT-16,AUSTRIA,ROMANO SCHMID,FALSE,0,Grupo J
AUT-17,AUSTRIA,PATRICK WIMMER,FALSE,0,Grupo J
AUT-18,AUSTRIA,CHRISTOPH BAUMGARTNER,FALSE,0,Grupo J
AUT-19,AUSTRIA,MICHAEL GREGORITSCH,FALSE,0,Grupo J
AUT-20,AUSTRIA,MARKO ARNAUTOVIC,FALSE,0,Grupo J
JOR-1,JORDANIA,ESCUDO DE JORDANIA,FALSE,0,Grupo J
JOR-2,JORDANIA,YAZEED ABULAILA,FALSE,0,Grupo J
JOR-3,JORDANIA,IHSAN HADDAD,FALSE,0,Grupo J
JOR-4,JORDANIA,MOHAMMAD ABU HASHISH,FALSE,0,Grupo J
JOR-5,JORDANIA,YAZAN AL-ARAB,FALSE,0,Grupo J
JOR-6,JORDANIA,ABDALLAH NASIB,FALSE,0,Grupo J
JOR-7,JORDANIA,SALLEM OBAID,FALSE,0,Grupo J
JOR-8,JORDANIA,MOHAMMAD ABUALNADI,FALSE,0,Grupo J
JOR-9,JORDANIA,IBRAHIM SAADEH,FALSE,0,Grupo J
JOR-10,JORDANIA,NIZAR AL-RASHDAN,FALSE,0,Grupo J
JOR-11,JORDANIA,NOOR AL-RAWABDEH,FALSE,0,Grupo J
JOR-12,JORDANIA,MOHAMMAD ABU TAHA,FALSE,0,Grupo J
JOR-13,JORDANIA,SELECCION NACIONAL DE JORDANIA,FALSE,0,Grupo J
JOR-14,JORDANIA,AMER JAMOUS,FALSE,0,Grupo J
JOR-15,JORDANIA,MOUSA AL-TAAMARI,FALSE,0,Grupo J
JOR-16,JORDANIA,YAZAN AL-NAIMAT,FALSE,0,Grupo J
JOR-17,JORDANIA,MAHMOUD AL-MARDI,FALSE,0,Grupo J
JOR-18,JORDANIA,ALI OLWAN,FALSE,0,Grupo J
JOR-19,JORDANIA,MOHAMMAD ABU ZRAYQ,FALSE,0,Grupo J
JOR-20,JORDANIA,IBRAHIM SABRA,FALSE,0,Grupo J
POR-1,PORTUGAL,ESCUDO DE PORTUGAL,FALSE,0,Grupo K
POR-2,PORTUGAL,DIOGO COSTA,FALSE,0,Grupo K
POR-3,PORTUGAL,JOSE SA,FALSE,0,Grupo K
POR-4,PORTUGAL,RUBEN DIAS,FALSE,0,Grupo K
POR-5,PORTUGAL,JOAO CANCELO,FALSE,0,Grupo K
POR-6,PORTUGAL,DIOGO DALOT,FALSE,0,Grupo K
POR-7,PORTUGAL,NUNO MENDES,FALSE,0,Grupo K
POR-8,PORTUGAL,GONCALO INACIO,FALSE,0,Grupo K
POR-9,PORTUGAL,BERNARDO SILVA,FALSE,0,Grupo K
POR-10,PORTUGAL,BRUNO FERNANDES,FALSE,0,Grupo K
POR-11,PORTUGAL,RUBEN NEVES,FALSE,0,Grupo K
POR-12,PORTUGAL,VITINHA,FALSE,0,Grupo K
POR-13,PORTUGAL,SELECCION DE FUTBOL DE PORTUGAL,FALSE,0,Grupo K
POR-14,PORTUGAL,RUBEN NEVES,FALSE,0,Grupo K
POR-15,PORTUGAL,CRISTIANO RONALDO,FALSE,0,Grupo K
POR-16,PORTUGAL,FRANCISCO TRINCAO,FALSE,0,Grupo K
POR-17,PORTUGAL,JOAO FELIX,FALSE,0,Grupo K
POR-18,PORTUGAL,GONCALO RAMOS,FALSE,0,Grupo K
POR-19,PORTUGAL,PEDRO NETO,FALSE,0,Grupo K
POR-20,PORTUGAL,RAFAEL LEAO,FALSE,0,Grupo K
CON-1,CONGO,ESCUDO DE CONGO,FALSE,0,Grupo K
CON-2,CONGO,LIONEL MPASI,FALSE,0,Grupo K
CON-3,CONGO,AARON WAN-BISSAKA,FALSE,0,Grupo K
CON-4,CONGO,AXEL TUANZEBE,FALSE,0,Grupo K
CON-5,CONGO,ARTHUR MASUAKU,FALSE,0,Grupo K
CON-6,CONGO,CHANCEL MBEMBA,FALSE,0,Grupo K
CON-7,CONGO,JORIS KAYEMBE,FALSE,0,Grupo K
CON-8,CONGO,CHARLES PICKEL,FALSE,0,Grupo K
CON-9,CONGO,NGAL'AYEL MUKAU,FALSE,0,Grupo K
CON-10,CONGO,EDO KAYEMBE,FALSE,0,Grupo K
CON-11,CONGO,SAMUEL MOUTOUSSAMY,FALSE,0,Grupo K
CON-12,CONGO,NOAH SADIKI,FALSE,0,Grupo K
CON-13,CONGO,SELECCION DE FUTBOL DE CONGO,FALSE,0,Grupo K
CON-14,CONGO,THEO BONGONDA,FALSE,0,Grupo K
CON-15,CONGO,MESCHACK ELIA,FALSE,0,Grupo K
CON-16,CONGO,YOANE WISSA,FALSE,0,Grupo K
CON-17,CONGO,BRIAN CIPENGA,FALSE,0,Grupo K
CON-18,CONGO,FISTON MAYELE,FALSE,0,Grupo K
CON-19,CONGO,CRDRIC BAKAMBU,FALSE,0,Grupo K
CON-20,CONGO,NATHANAEL MBUKU,FALSE,0,Grupo K
UZB-1,UZBEKISTAN,ESCUDO DE UZBEKISTAN,FALSE,0,Grupo K
UZB-2,UZBEKISTAN,UTKIR YUSUPOV,FALSE,0,Grupo K
UZB-3,UZBEKISTAN,FARRUKH SAYFIEV,FALSE,0,Grupo K
UZB-4,UZBEKISTAN,SHERZOO NASRULLAEV,FALSE,0,Grupo K
UZB-5,UZBEKISTAN,UMAR ESHMURODOV,FALSE,0,Grupo K
UZB-6,UZBEKISTAN,HUSNIDDIN ALIQULOV,FALSE,0,Grupo K
UZB-7,UZBEKISTAN,RUSTAM ASHURMATOV,FALSE,0,Grupo K
UZB-8,UZBEKISTAN,KHOJIAKBAR ALIJONOV,FALSE,0,Grupo K
UZB-9,UZBEKISTAN,ABDUKODIR KHUSANOV,FALSE,0,Grupo K
UZB-10,UZBEKISTAN,ODILJON HAMROBEKOV,FALSE,0,Grupo K
UZB-11,UZBEKISTAN,OTABEK SHUKUROV,FALSE,0,Grupo K
UZB-12,UZBEKISTAN,JAMSHID ISKANDEROV,FALSE,0,Grupo K
UZB-13,UZBEKISTAN,SELECCION NACIONAL DE UZBEKISTAN,FALSE,0,Grupo K
UZB-14,UZBEKISTAN,AZIZBEK TURGUNBOEV,FALSE,0,Grupo K
UZB-15,UZBEKISTAN,KHOJIMAT ERKINOV,FALSE,0,Grupo K
UZB-16,UZBEKISTAN,ELDOR SHOMURODOV,FALSE,0,Grupo K
UZB-17,UZBEKISTAN,OSTON URUNOV,FALSE,0,Grupo K
UZB-18,UZBEKISTAN,JALOLIDDIN MASHARIPOV,FALSE,0,Grupo K
UZB-19,UZBEKISTAN,IGOR SERGEEV,FALSE,0,Grupo K
UZB-20,UZBEKISTAN,ABBOSBEK FAYZULLAEV,FALSE,0,Grupo K
COL-1,COLOMBIA,ESCUDO DE COLOMBIA,FALSE,0,Grupo K
COL-2,COLOMBIA,CAMILO VARGAS,FALSE,0,Grupo K
COL-3,COLOMBIA,DAVID OSPINA,FALSE,0,Grupo K
COL-4,COLOMBIA,DAVINSON SANCHEZ,FALSE,0,Grupo K
COL-5,COLOMBIA,YERRY MINA,FALSE,0,Grupo K
COL-6,COLOMBIA,DANIEL MUÑOZ,FALSE,0,Grupo K
COL-7,COLOMBIA,JOHAN MOJICA,FALSE,0,Grupo K
COL-8,COLOMBIA,JHON LUCUMI,FALSE,0,Grupo K
COL-9,COLOMBIA,SANTIAGO ARIAS,FALSE,0,Grupo K
COL-10,COLOMBIA,JEFFERSON LERMA,FALSE,0,Grupo K
COL-11,COLOMBIA,KEVIN CASTAÑO,FALSE,0,Grupo K
COL-12,COLOMBIA,RICHARD RIOS,FALSE,0,Grupo K
COL-13,COLOMBIA,SELECCION NACIONAL DE COLOMBIA,FALSE,0,Grupo K
COL-14,COLOMBIA,JAMES RODRIGUEZ,FALSE,0,Grupo K
COL-15,COLOMBIA,JUAN FERNANDO QUINTERO,FALSE,0,Grupo K
COL-16,COLOMBIA,JORGE CARRASCAL,FALSE,0,Grupo K
COL-17,COLOMBIA,JHON ARIAS,FALSE,0,Grupo K
COL-18,COLOMBIA,JHON CORDOBA,FALSE,0,Grupo K
COL-19,COLOMBIA,LUIS SUAREZ,FALSE,0,Grupo K
COL-20,COLOMBIA,LUIS DIAZ,FALSE,0,Grupo K
ENG-1,INGLATERRA,ESCUDO DE INGLATERRA,FALSE,0,Grupo L
ENG-2,INGLATERRA,JORDAN PICKFORD,FALSE,0,Grupo L
ENG-3,INGLATERRA,JOHN STONES,FALSE,0,Grupo L
ENG-4,INGLATERRA,MARC GUEHI,FALSE,0,Grupo L
ENG-5,INGLATERRA,EZRI KONSA,FALSE,0,Grupo L
ENG-6,INGLATERRA,TRENT ALEXANDER-ARNOLD,FALSE,0,Grupo L
ENG-7,INGLATERRA,REECE JAMES,FALSE,0,Grupo L
ENG-8,INGLATERRA,DAN BURN,FALSE,0,Grupo L
ENG-9,INGLATERRA,JORDAN HENDERSON,FALSE,0,Grupo L
ENG-10,INGLATERRA,DECLAN RICE,FALSE,0,Grupo L
ENG-11,INGLATERRA,JUDE BELLINGHAM,FALSE,0,Grupo L
ENG-12,INGLATERRA,COLE PALMER,FALSE,0,Grupo L
ENG-13,INGLATERRA,SELECCION DE FUTBOL DE INGLATERRA,FALSE,0,Grupo L
ENG-14,INGLATERRA,MORGAN ROGERS,FALSE,0,Grupo L
ENG-15,INGLATERRA,ANTHONY GORDON,FALSE,0,Grupo L
ENG-16,INGLATERRA,PHIL FODEN,FALSE,0,Grupo L
ENG-17,INGLATERRA,BUKAYO SAKA,FALSE,0,Grupo L
ENG-18,INGLATERRA,HARRY KANE,FALSE,0,Grupo L
ENG-19,INGLATERRA,MARCUS RASHFORD,FALSE,0,Grupo L
ENG-20,INGLATERRA,OLLIE WATKINS,FALSE,0,Grupo L
CRO-1,CROACIA,ESCUDO DE CROACIA,FALSE,0,Grupo L
CRO-2,CROACIA,DOMINIC LIVAKOVIC,FALSE,0,Grupo L
CRO-3,CROACIA,DUJE CALETA-CAR,FALSE,0,Grupo L
CRO-4,CROACIA,JOSKO GVARDIOL,FALSE,0,Grupo L
CRO-5,CROACIA,JOSIP STANISIC,FALSE,0,Grupo L
CRO-6,CROACIA,LUKA VUSKOVIC,FALSE,0,Grupo L
CRO-7,CROACIA,JOSIP SUTALO,FALSE,0,Grupo L
CRO-8,CROACIA,KRISTIAN JAKIC,FALSE,0,Grupo L
CRO-9,CROACIA,LUKA MODRIC,FALSE,0,Grupo L
CRO-10,CROACIA,MATO KOVACIC,FALSE,0,Grupo L
CRO-11,CROACIA,MARTIN BATURINA,FALSE,0,Grupo L
CRO-12,CROACIA,LOVRO MAJER,FALSE,0,Grupo L
CRO-13,CROACIA,SELECCION DE FUTBOL DE CROACIA,FALSE,0,Grupo L
CRO-14,CROACIA,MARIO PASALIC,FALSE,0,Grupo L
CRO-15,CROACIA,PETAR SUCIC,FALSE,0,Grupo L
CRO-16,CROACIA,IVAN PERISIC,FALSE,0,Grupo L
CRO-17,CROACIA,MARCO PASALIC,FALSE,0,Grupo L
CRO-18,CROACIA,ANTE BUDIMIR,FALSE,0,Grupo L
CRO-19,CROACIA,ANDREJ KRAMARIC,FALSE,0,Grupo L
CRO-20,CROACIA,FRANJO IVANOVIC,FALSE,0,Grupo L
GHA-1,GHANA,ESCUDO DE GHANA,FALSE,0,Grupo L
GHA-2,GHANA,LAWRENCE ATI ZIGI,FALSE,0,Grupo L
GHA-3,GHANA,TARIQ LAMPTEY,FALSE,0,Grupo L
GHA-4,GHANA,MOHAMMED SALISU,FALSE,0,Grupo L
GHA-5,GHANA,ALIDU SEIDU,FALSE,0,Grupo L
GHA-6,GHANA,ALEXANDER DJIKU,FALSE,0,Grupo L
GHA-7,GHANA,GIDEON MENSAH,FALSE,0,Grupo L
GHA-8,GHANA,CALEB YIRENKYI,FALSE,0,Grupo L
GHA-9,GHANA,ABDUL ISSAHAKU FATAWU,FALSE,0,Grupo L
GHA-10,GHANA,THOMAS PARTEY,FALSE,0,Grupo L
GHA-11,GHANA,SALIS ABDUL SAMED,FALSE,0,Grupo L
GHA-12,GHANA,KAMALDEEN SULEMANA,FALSE,0,Grupo L
GHA-13,GHANA,SELECCION NACIONAL DE GHANA,FALSE,0,Grupo L
GHA-14,GHANA,MOHAMMED KUDUS,FALSE,0,Grupo L
GHA-15,GHANA,IÑAKI WILLIAMS,FALSE,0,Grupo L
GHA-16,GHANA,JORDAN AYEW,FALSE,0,Grupo L
GHA-17,GHANA,ANDRE AYEW,FALSE,0,Grupo L
GHA-18,GHANA,JOSEPH PAINTSIL,FALSE,0,Grupo L
GHA-19,GHANA,OSMAN BUKARI,FALSE,0,Grupo L
GHA-20,GHANA,ANTOINE SEMENYO,FALSE,0,Grupo L
PAN-1,PANAMA,ESCUDO DE PANAMA,FALSE,0,Grupo L
PAN-2,PANAMA,ORLANDO MOSQUERA,FALSE,0,Grupo L
PAN-3,PANAMA,LUIS MEJIA,FALSE,0,Grupo L
PAN-4,PANAMA,FIDEL ESCOBAR,FALSE,0,Grupo L
PAN-5,PANAMA,ANDRES ANDRADE,FALSE,0,Grupo L
PAN-6,PANAMA,MICHAEL AMIR MURILLO,FALSE,0,Grupo L
PAN-7,PANAMA,ERIC DAVIS,FALSE,0,Grupo L
PAN-8,PANAMA,JOSE CORDOBA,FALSE,0,Grupo L
PAN-9,PANAMA,CESAR BLACKMAN,FALSE,0,Grupo L
PAN-10,PANAMA,CRISTIAN MARTINEZ,FALSE,0,Grupo L
PAN-11,PANAMA,ANIBAL GODOY,FALSE,0,Grupo L
PAN-12,PANAMA,ADALBERTO CARRASQUILLA,FALSE,0,Grupo L
PAN-13,PANAMA,SELECCION NACIONAL DE PANAMA,FALSE,0,Grupo L
PAN-14,PANAMA,EDGAR BARCENAS,FALSE,0,Grupo L
PAN-15,PANAMA,CARLOS HARVEY,FALSE,0,Grupo L
PAN-16,PANAMA,ISMAEL DIAZ,FALSE,0,Grupo L
PAN-17,PANAMA,JOSE FAJARDO,FALSE,0,Grupo L
PAN-18,PANAMA,CECILIO WATERMAN,FALSE,0,Grupo L
PAN-19,PANAMA,JOSE LUIS RODRIGUEZ,FALSE,0,Grupo L
PAN-20,PANAMA,ALBERTO QUINTERO,FALSE,0,Grupo L
